chaps_id,birthdate,sireid,cowid,registration,elecid,regname,sex,breed,birthwt,calvingease,state
3479,3/11/2005,UNKNLO,N3437,,985152000329617,,3,LOHH,48,1,
3480,3/11/2005,AR0186,N3438,,982000007623179,,2,ARAN,70,1,
3481,3/13/2005,AR0186,N3028,,982000007489343,,3,ARANHHGV,80,1,
3482,3/13/2005,AR0186,N3430,,982000007532447,,2,ARHH,62,1,
3483,3/14/2005,AR0186,N3184,,982000007623860,,2,ARAN,84,1,
3484,3/14/2005,AR0186,N3451,,982000007623853,,2,ARHH,70,1,
3485,3/14/2005,AR0186,N3191,,982000007220070,,2,ARAN,70,1,
3486,3/15/2005,AR0186,N3420,,982000007219867,,3,ARHH,90,1,
3487,3/16/2005,AR0186,N3432,,982000007488936,,2,ARHH,74,1,
3488,3/16/2005,AR0186,N3411,,982000007579727,,2,ARHH,80,1,
3489,3/16/2005,AR0186,N3054,,982000007488943,,3,ARANHHAN,90,1,
3490,3/16/2005,AR0186,N3151,,982000007623810,,3,ARAN,76,1,
3491,3/16/2005,AR0186,N3423,,949000000007838,,3,ARHH,70,1,
3492,3/16/2005,AR0186,N3423,,982000007623841,,3,ARHH,70,1,
3493,3/16/2005,AR0186,N3010,,982000007489311,,2,ARANANAN,72,1,
3494,3/16/2005,AR0186,N3284,,982000007488956,,2,ARARMX,78,1,
3495,3/17/2005,AR0186,N3153,,982000007488996,,3,ARAN,78,1,
3496,3/17/2005,AR0186,N3186,,982000007579786,,2,ARANHH,84,1,
3497,3/18/2005,AR0186,N3123,,982000007220132,,2,ARANANHH,74,1,
3498,3/18/2005,AR0186,N3422,,982000007623195,,3,ARHH,84,1,
3499,3/19/2005,AR0186,N3278,,982000007488890,,2,ARAN,72,1,
3500,3/19/2005,AR0186,N3427,,982000007581702,,3,ARHH,84,1,
3501,3/19/2005,207,L1266,,985152000930431,,2,ANHHAN,80,1,
3502,3/20/2005,AR0186,N3416,,982000007581768,,3,ARHH,0,1,
3503,3/20/2005,307M,N3090,,985152000930430,,2,LOANHHAR,70,1,
3504,3/20/2005,127,K0152,,985152000329596,,2,ANAR,90,1,
20283,3/21/2005,307M,N3087,,985152000329621,,3,LOAN,52,1,
3505,3/21/2005,UNKNAN,N3243,,982000007579934,,3,ANANHH,94,1,
3506,3/22/2005,207,L1185,,985152000930428,,2,ANARAN,85,1,
3507,3/22/2005,207,L1264,,982000044680757,,3,ANHHANHH,85,1,
3508,3/22/2005,231,L1103,,982000044436722,,3,ANANANHH,75,1,
3509,3/22/2005,207,L1404,,,,2,ANANHH,68,1,
3510,3/23/2005,127,G7025,,985152000329548,,2,AN,80,1,
3511,3/23/2005,7CH87,G7194,,949000000217975,,3,CHARMX,75,1,
3512,3/23/2005,231,K0308,,985152000329598,,2,ANANHH,75,1,
3513,3/24/2005,AR0186,N3419,,982000007579753,,3,ARHH,110,1,
3514,3/24/2005,231,K0025,,985152000930448,,2,ANAR,75,1,
3515,3/24/2005,7CH87,G7298,,985152000930438,,2,CHARMX,70,1,
3516,3/24/2005,7CH87,H8080,,985152000329545,,2,CHAN,70,1,
3517,3/24/2005,231,G7094,,985152000930443,,2,AN,75,1,
3518,3/24/2005,207,L1322,,985152000329579,,2,ANARAN,75,1,
3519,3/25/2005,207,L1171,,982000044680982,,3,ANANANHH,70,1,
3520,3/25/2005,207,L1391,,982000007623060,,3,ANHHAN,80,1,
3521,3/25/2005,207,L1401,,985152000329623,,2,ANHHAN,75,1,
3522,3/25/2005,221,G7073,,949000000015860,,3,AN,60,1,
3523,3/25/2005,207,H8123,,985152000329600,,2,ANAR,75,1,
3524,3/25/2005,212,H8070,,985152000329599,,2,AN,60,1,
3525,3/25/2005,127,F6005,,949000000095400,,3,AN,80,1,
3526,3/25/2005,161AR21,J9376,,,,2,ARHH,84,1,
3527,3/25/2005,207,L1156,,982000044680394,,3,ANANANHH,80,1,
3528,3/26/2005,7CH87,K0184,,982000044680259,,3,CHHHAR,85,1,
3529,3/26/2005,7CH87,E5073,,949000000017349,,3,CHAN,75,1,
3530,3/26/2005,161AR21,J9347,,,,2,ARHH,75,1,
3531,3/26/2005,221,H8247,,949000000006296,,3,AR,75,1,
3532,3/26/2005,212,G7240,,949000000217985,,3,ANARMX,80,1,
3533,3/26/2005,7CH87,K0335,,982000044680411,,3,CHANHH,85,1,
3534,3/26/2005,207,L1152,,982000044454992,,3,ANARHPAN,85,1,
3535,3/26/2005,231,L1045,,982000007562419,,3,ANANANHH,85,1,
3536,3/27/2005,207,L1390,,982000044680283,,3,ANANHH,85,1,
3537,3/27/2005,212,K0020,,,,3,ANAR,85,1,
3538,3/27/2005,226,E5025,,,,2,AN,80,1,
3539,3/27/2005,212,K0031,,,,3,ANHH,90,1,
3540,3/27/2005,231,F6074,,949000000092581,,3,AN,70,1,
3541,3/27/2005,226,G7027,,982000007581754,,3,ANGV,85,1,
3542,3/28/2005,207,L1287,,982000044679638,,3,ANHHANHH,90,1,
3543,3/28/2005,231,L1100,,985152000930458,,2,ANANANHH,85,1,
3544,3/28/2005,7CH87,F6024,,949000000100190,,3,CHAN,90,1,
3545,3/28/2005,7CH87,K0241,,985152000930455,,2,CHHHAN,90,1,
3546,3/28/2005,231,K0307,,982000044680713,,3,AN,90,1,
3547,3/28/2005,7CH87,K0303,,982000044680887,,3,CHAN,85,1,
3548,3/28/2005,127,H8203,,985152000930447,,2,ANAR,75,1,
3549,3/28/2005,7CH87,E5177,,949000000071518,,3,CHAN,80,1,
3550,3/28/2005,161AR161,J9398,,,,3,ARHH,95,1,
3551,3/29/2005,207,L1043,,985152000930437,,2,ANARHH,85,1,
3552,3/29/2005,207,L1267,,985152000930462,,2,ANHHAN,84,1,
3553,3/29/2005,UNKNHH,K0043,,985152000329578,,2,HHANMX,104,1,
3554,3/29/2005,207,L1399,,982000044436861,,3,ANHHAN,90,1,
3555,3/29/2005,212,F6321,,,,2,ANANGV,80,1,
3556,3/29/2005,161AR21,J9397,,,,3,ARHH,110,1,
3557,3/29/2005,127,K0319,,982000044680390,,3,ANANHH,106,1,
3558,3/29/2005,7CH87,F6108,,985152000329580,,2,CHAN,86,1,
3559,3/29/2005,7CH87,H8137,,985152000930453,,2,CHAR,84,1,
3560,3/29/2005,207,L1253,,985152000329616,,2,ANHHAN,71,1,
3561,3/29/2005,7CH87,H8148,,985152000930472,,2,CHAR,96,1,
3562,3/29/2005,161AR21,J9373,,,,2,ARHH,92,1,
3563,3/29/2005,7CH87,H8216,,949000000123425,,3,CHAR,97,1,
3564,3/29/2005,22,J9088,,949000000078519,,3,HPAN,88,1,
3565,3/29/2005,231,J9097,,985152000930434,,2,ANHPAN,100,1,
3566,3/29/2005,7CH87,F6078,,949000000131626,,3,CHAN,100,1,
3567,3/29/2005,231,K0318,,982000044679901,,3,AN,100,5,
3568,3/29/2005,UNKNLO,N3446,,982000007489329,,2,LOHH,58,1,
3569,3/30/2005,212,K0350,,982000007548674,,3,ANANHH,104,1,
3570,3/30/2005,7CH87,K0101,,949000000095555,,3,CHHPAN,80,1,
3571,3/30/2005,161AR161,J9384,,,,3,ARHH,100,1,
3572,3/30/2005,207,L1147,,985152000329543,,2,ANANANHH,98,1,
3573,3/30/2005,207,L1137,,985152000930466,,2,AN,98,2,
3574,3/31/2005,161AR21,K0108,,,,3,ARHP,102,2,
3575,3/31/2005,207,L1003,,982000044680064,,3,ANARAN,96,1,
3576,3/31/2005,UNKNHH,M2078,,,,2,HHANHPAN,98,2,
3577,3/31/2005,UNKNHH,M2088,,,,2,HHANAR,92,1,
3578,4/1/2005,UNKNHH,M2080,,985152000329595,,2,HHHHAN,75,1,
3579,4/1/2005,UNKNHH,L1097,,985152000930460,,2,HHAN,96,1,
3580,4/1/2005,231,K0137,,,,2,ANHP,80,1,
3581,4/1/2005,127,K0352,,985152000329592,,2,ANANHH,80,1,
3582,4/1/2005,161AR161,J9396,,,,2,ARHH,80,1,
3583,4/1/2005,231,K0089,,982000044679955,,3,AN,90,1,
3584,4/1/2005,1458,G7269,,985152000930459,,2,ANARMX,102,1,
3585,4/2/2005,307M,N3009,,985152000329620,,3,LOANHHAN,73,1,
3586,4/2/2005,UNKNLO,N3129,,982000007623905,,3,LOAN,68,1,
3587,4/2/2005,231,H8271,,985152000329547,,2,ANAR,98,1,
3588,4/2/2005,UNKNHH,J9377,,949000000006696,,3,HH,80,1,
3589,4/2/2005,7CH87,K0326,,985152000329614,,2,CHANHH,104,1,
3590,4/2/2005,207,L1308,,982000007220056,,3,ANARAN,90,1,
3591,4/2/2005,UNKNHH,H8035,,,,3,HHAN,104,1,
3592,4/2/2005,UNKNHH,M2183,,985152000930468,,2,HHAN,84,1,
3593,4/2/2005,UNKNHH,M2236,,982000044680052,,3,HHHHAN,92,1,
20284,4/3/2005,307M,N3099,,985152000329612,,3,LOHHARHH,70,1,
3594,4/3/2005,UNKNLO,N3456,,982000007489434,,3,LOHH,92,1,
3595,4/3/2005,212,K0315,,982000044436539,,3,AN,84,1,
3596,4/3/2005,UNKNHH,H8145,,985152000329594,,2,HHAR,90,1,
3597,4/3/2005,7CH87,K0322,,949000000130506,,3,CHANHH,102,1,
3598,4/4/2005,307M,N3272,,985152000329613,,3,LOARHPAN,80,2,
3599,4/5/2005,UNKNLO,N3453,,982000007548725,,3,LOHH,68,1,
20285,4/4/2005,307M,N3326,,,,2,LOANARHH,66,1,
3600,4/4/2005,212,K0141,,949000000073148,,3,ANHHAN,106,1,
3601,4/4/2005,UNKNHH,M2022,,985152000329534,,2,HHAN,74,1,
3602,4/5/2005,UNKNLO,N3429,,982000007581710,,3,LOHH,75,1,
3603,4/5/2005,UNKNHH,L1259,,982000044680356,,3,HHHHAN,114,1,
3604,4/5/2005,UNKNHH,L1014,,985152000930435,,2,HHARHH,88,1,
3605,4/5/2005,UNKNHH,M2055,,982000009579332,,3,HHAN,88,1,
3606,4/6/2005,UNKNHH,K0044,,,,3,HHHHMX,92,1,
3607,4/6/2005,UNKNHH,M2016,,982000044680384,,3,HHAN,102,1,
3608,4/6/2005,UNKNHH,M2086,,985152000329622,,2,HHHHANHH,86,1,
3609,4/6/2005,UNKNHH,M2051,,982000044681035,,3,HHANANHH,94,1,
3610,4/6/2005,307M,N3113,,985152000329618,,3,LOANANHH,52,1,
3611,4/6/2005,UNKNLO,N3052,,982000007489426,,3,LOANHHAN,70,1,
3612,4/7/2005,UNKNHH,M2260,,982000044679806,,3,HHHHAN,104,1,
3613,4/7/2005,UNKNHH,M2160,,982000044680342,,3,HHANHH,98,1,
3614,4/7/2005,UNKNAN,L1191,,985152000329539,,2,ANARHH,73,1,
3615,4/7/2005,UNKNHH,L1201,,982000044681066,,3,HHARAN,112,1,
3616,4/7/2005,UNKNHH,L1205,,982000044681009,,3,HHHHANHH,100,1,
3617,4/7/2005,UNKNHH,K0301,,985152000930464,,2,HHAN,100,1,
3618,4/8/2005,307M,N3089,,,,2,LOANANAN,54,1,
3619,4/8/2005,UNKNLO,N3457,,982000007623176,,3,LOHH,68,1,
3620,4/8/2005,UNKNHH,M2130,,985152000930473,,2,HHHHAN,80,1,
3621,4/8/2005,UNKNHH,L1221,,985152000930433,,2,HHHHARSM,92,1,
3622,4/8/2005,UNKNHH,L1210,,982000007623939,,3,HHHHAN,100,1,
3623,4/8/2005,UNKNHH,K0203,,982000044680938,,3,HHHHAN,100,1,
3624,4/8/2005,UNKNHH,L1139,,982000044680326,,3,HHANGVMX,90,1,
3625,4/8/2005,UNKNHH,M2163,,982000044680234,,3,HHHHAN,90,1,
3626,4/9/2005,UNKNHH,M2370,,982000007581670,,3,HHANGV,94,1,
3627,4/9/2005,UNKNHH,M2242,,,,2,HHHHANHH,81,1,
3628,4/9/2005,UNKNHH,M2103,,982000044440100,,3,HHANARHH,94,1,
3629,4/9/2005,UNKNHH,M2024,,982000044680181,,3,HHAN,96,1,
3630,4/9/2005,UNKNHH,M2162,,985152000930454,,2,HHAN,86,1,
3631,4/9/2005,UNKNHH,K0310,,985152000329601,,2,HHAN,86,1,
3632,4/9/2005,UNKNHH,J9002,,949000000088865,,3,HHAN,85,1,
3633,4/10/2005,UNKNLO,N3055,,982000007624002,,2,LOANANAN,58,1,
3634,4/10/2005,307M,N3265,,,,2,LOANHHAN,69,1,
3635,4/10/2005,UNKNHH,G7044,,949000000124964,,3,HHAN,115,1,
3636,4/10/2005,UNKNHH,L1396,,985152000930429,,2,HHANHH,81,1,
3637,4/10/2005,UNKNHH,K0344,,985152000930475,,2,HHANHH,82,1,
3638,4/10/2005,UNKNHH,M2222,,985152000930451,,2,HHHHAN,115,1,
3639,4/10/2005,UNKNHH,L1088,,,,2,HHANHHSM,75,5,
3640,4/10/2005,UNKNHH,L1293,,,,3,HHHHANHH,75,1,
3641,4/11/2005,307M,N3305,,985152000329607,,3,LOARHH,73,1,
3642,4/11/2005,UNKNHH,M2023,,982000044645785,,3,HHAN,112,1,
3643,4/11/2005,UNKNHH,G7158,,985152000329625,,2,HHAN,88,1,
3644,4/11/2005,UNKNHH,H8012,,982000007579750,,3,HHAN,110,1,
3645,4/11/2005,UNKNHH,L1402,,985152000930432,,2,HHHHAN,92,1,
3646,4/11/2005,UNKNHH,G7065,,,,2,HHAN,90,1,
3647,4/12/2005,307M,N3164,,985152000329609,,3,LOAN,50,1,
3648,4/12/2005,307M,N3059,,,,2,LOANHHAR,56,1,
3649,4/12/2005,UNKNHH,M2009,,985152000329531,,2,HHANHH,84,1,
3650,4/12/2005,UNKNHH,M2182,,985152000329550,,2,HHHHAN,92,1,
3651,4/12/2005,UNKNHH,M2094,,982000044679941,,3,HHHHAN,104,1,
3652,4/12/2005,UNKNHH,K0219,,985152000329585,,2,HHAR,90,1,
3653,4/12/2005,307M,N3072,,,,2,LOANHHAN,50,1,
3654,4/13/2005,UNKNHH,M2095,,,,2,HHHHAN,86,1,
3655,4/13/2005,UNKNHH,L1106,,982000044680388,,3,HHAN,104,1,
3656,4/13/2005,UNKNHH,J9006,,985152000329549,,2,HHAN,90,1,
3657,4/14/2005,UNKNHH,M2353,,,,2,HHANGV,70,1,
3658,4/14/2005,UNKNHH,K0130,,985152000329523,,2,HHAN,120,1,
3659,4/14/2005,UNKNHH,K0006,,,,2,HH,105,1,
3660,4/15/2005,UNKNHH,M2017,,982000044680323,,3,HHANANHH,94,1,
3661,4/15/2005,UNKNHH,L1175,,985152000329583,,2,HHANANMX,76,1,
3662,4/15/2005,UNKNHH,L1406,,,,3,HHHHAN,78,1,
3663,4/15/2005,UNKNHH,L1296,,985152000930457,,2,HHARAN,90,1,
3664,4/15/2005,UNKNHH,L1067,,982000044680155,,3,HHAN,108,1,
3665,4/15/2005,UNKNHH,L1061,,982000044680034,,3,HHANANMX,104,1,
3666,4/15/2005,UNKNHH,H8060,,949000000069294,,3,HHAN,76,1,
3667,4/15/2005,UNKNHH,K0316,,949000000198839,,3,HHANHH,110,1,
3668,4/15/2005,UNKNHH,K0087,,,,3,HHHPAN,56,1,
3669,4/15/2005,UNKNHH,G7261,,985152000329588,,2,HHARAN,98,1,
3670,4/16/2005,UNKNHH,L1141,,982000007489457,,3,HHANGVAH,98,1,
3671,4/16/2005,UNKNHH,F6038,,985152000930427,,2,HHAN,100,1,
3672,4/16/2005,UNKNHH,M2074,,982000044680800,,3,HHAN,92,1,
3673,4/16/2005,UNKNHH,L1398,,982000044680246,,3,HHHHAN,88,1,
3674,4/16/2005,UNKNHH,M2092,,985152000329624,,2,HHAN,94,1,
3675,4/16/2005,UNKNHH,M2154,,982000007489029,,3,HHHHAN,100,1,
3676,4/16/2005,UNKNHH,M2099,,985152000930441,,2,HHAN,88,1,
3677,4/17/2005,307M,N3343,,985152000329603,,3,LOARAN,86,1,
3678,4/17/2005,307M,N3049,,985152000329606,,3,LOANHHAN,70,1,
3679,4/17/2005,UNKNHH,K0158,,949000000193547,,3,HHAR,84,1,
3680,4/17/2005,UNKNHH,K0055,,982000044680807,,3,HHAN,94,1,
3681,4/17/2005,UNKNHH,J9035,,,,2,HHAN,90,1,
3682,4/17/2005,UNKNHH,J9034,,949000000005898,,3,HHAN,86,1,
3683,4/17/2005,UNKNAN,J9382,,,,2,ANHH,98,1,
3684,4/17/2005,UNKNHH,H8141,,985152000329538,,2,HHAR,80,1,
3685,4/17/2005,UNKNHH,F6036,,985152000930456,,2,HHAN,82,1,
3686,4/17/2005,UNKNHH,L1395,,985152000329593,,2,HHHHAN,100,1,
3687,4/17/2005,UNKNHH,L1194,,,,2,HHANANHH,92,1,
3688,4/17/2005,UNKNHH,M2205,,982000044680352,,3,HHHHAN,86,1,
3689,4/17/2005,UNKNHH,M2253,,,,2,HHHHGVAH,74,1,
3690,4/18/2005,UNKNHH,F6055,,985152000930461,,2,HHAN,92,1,
3691,4/18/2005,UNKNHH,E5036,,949000000101581,,3,HHAN,102,1,
3692,4/18/2005,UNKNHH,J9378,,,,3,HH,64,1,
3693,4/18/2005,UNKNHH,J9378,,,,3,HH,60,1,
3694,4/18/2005,UNKNHH,L1394,,982000044680199,,3,HHANHH,98,1,
3695,4/18/2005,UNKNHH,G7050,,985152000329587,,2,HHAN,78,3,
3696,4/19/2005,UNKNHH,E5010,,949000000250118,,3,HHAN,130,1,
3697,4/19/2005,UNKNHH,K0059,,949000000071891,,3,HHHHAN,86,1,
3698,4/19/2005,UNKNHH,G7052,,,,2,HHANGV,92,1,
3699,4/19/2005,UNKNHH,K0100,,949000000016033,,3,HHHHAN,102,1,
3700,4/19/2005,UNKNHH,K0331,,985152000329529,,2,HHANHH,84,1,
3701,4/20/2005,UNKNHH,M2159,,982000044680836,,3,HH,94,1,
3702,4/20/2005,UNKNHH,L1083,,985152000930426,,2,HHAN,70,1,
3703,4/20/2005,UNKNHH,L1226,,,,3,HHHHAN,110,1,
3704,4/20/2005,UNKNHH,L1381,,982000044680130,,3,HHHHAN,90,1,
3705,4/20/2005,UNKNHH,L1388,,982000007579882,,3,HHHHAN,104,1,
3706,4/20/2005,UNKNHH,J9392,,,,3,HH,112,1,
3707,4/20/2005,UNKNHH,K0028,,985152000930467,,2,HHAR,88,1,
3708,4/20/2005,UNKNHH,K0103,,,,2,HHHP,106,1,
3709,4/20/2005,UNKNAN,K0305,,985152000329544,,2,AN,80,1,
3710,4/20/2005,UNKNHH,K0196,,985152000930470,,2,HHHHAR,90,1,
3711,4/20/2005,UNKNHH,H8032,,949000000076789,,3,HHAN,82,1,
3712,4/20/2005,UNKNHH,J9381,,,,2,HH,90,1,
3713,4/20/2005,UNKNHH,N3094,,985152000329610,,3,HHANHHAN,77,1,
3714,4/21/2005,UNKNHH,M2225,,,,3,HHHHHHAN,110,1,
3715,4/21/2005,UNKNHH,K0060,,949000000129248,,3,HHHHAN,98,1,
3716,4/21/2005,UNKNHH,K0122,,949000000218344,,3,HHAN,108,1,
3717,4/21/2005,UNKNHH,H8007,,949000000097458,,3,HHAN,112,1,
3718,4/21/2005,UNKNHH,F6002,,949000000016404,,3,HHAN,103,1,
3719,4/22/2005,UNKNHH,H8061,,,,3,HHAN,120,1,
3720,4/22/2005,UNKNHH,K0078,,949000000096986,,3,HHAN,96,1,
3721,4/22/2005,UNKNHH,G7142,,982000007624031,,3,HHARGV,88,1,
3722,4/22/2005,UNKNHH,K0327,,,,3,HHANHH,98,1,
3723,4/22/2005,UNKNAN,H8215,,985152000930440,,2,ANAR,72,1,
3724,4/23/2005,UNKNHH,K0123,,949000000088992,,3,HHHPAN,106,1,
3725,4/24/2005,UNKNHH,G7108,,949000000077900,,3,HHARAN,86,1,
3726,4/25/2005,UNKNHH,L1165,,982000044680847,,3,HHANGVMX,110,1,
3727,4/25/2005,UNKNHH,L1280,,982000044439642,,3,HHHHAN,120,1,
3728,4/25/2005,UNKNHH,J9031,,,,2,HHAN,100,1,
3729,4/25/2005,UNKNHH,G7120,,985152000329535,,2,HHAN,92,1,
3730,4/26/2005,UNKNHH,H8081,,949000000248621,,3,HHAN,110,1,
3731,4/27/2005,UNKNHH,K0171,,949000000129026,,3,HHAN,112,1,
3732,4/22/2005,UNKNHH,L1384,,949000000016696,,3,HHANHH,98,1,
3733,4/27/2005,UNKNAN,G7228,,949000000200876,,3,AN,96,1,
3734,4/29/2005,UNKNHH,M2382,,985152000329542,,2,HHANGV,100,1,
3735,4/29/2005,UNKNHH,L1408,,985152000329577,,2,HHHHAN,96,1,
3736,4/30/2005,UNKNHH,L1397,,,,3,HHHHAN,106,1,
3737,4/30/2005,UNKNHH,K0309,,949000000008046,,3,HHAN,96,1,
3738,5/1/2005,UNKNHH,K0079,,949000000130140,,3,HHHPAN,74,1,
3739,5/1/2005,UNKNHH,K0129,,,,3,HHHP,95,1,
3740,5/2/2005,UNKNHH,H8254,,985152000930465,,2,HHAR,90,1,
3741,5/3/2005,UNKNHH,K0353,,949000000197069,,3,HHANHH,85,1,
3742,5/3/2005,UNKNHH,K0042,,949000000094544,,3,HHAR,90,1,
3743,5/6/2005,UNKNHH,K0083,,,,2,HHHP,82,1,
3744,5/6/2005,UNKNHH,M2053,,985152000329581,,2,HHAN,90,1,
3745,5/6/2005,UNKNHH,L1393,,985152000329589,,2,HHANHH,98,1,
3746,5/6/2005,UNKNHH,J9380,,,,3,HH,102,1,
3747,5/7/2005,307M,N3306,,,,2,LOHHHHAR,65,1,
3748,5/7/2005,307M,N3330,,,,2,LOANHHAN,52,1,
3749,5/12/2005,UNKNHH,J9037,,949000000248184,,3,HHAN,86,1,
3750,5/12/2005,UNKNHH,M2108,,982000007220093,,3,HHANHH,92,1,
3751,5/12/2005,UNKNHH,J9042,,982000044440161,,3,HHAN,90,1,
3752,5/12/2005,UNKNHH,L1124,,982000044680380,,3,HHAN,98,1,
3753,5/15/2005,UNKNHH,G7311,,982000044679722,,3,HHAR,102,1,
3754,5/16/2005,UNKNHH,K0328,,982000007581647,,3,HHANHH,88,1,
3755,5/18/2005,UNKNHH,K0236,,982000044440436,,3,HHHHAN,78,1,
3756,3/30/2005,207,L1385,,982000044680355,,3,ANHHAN,90,1,
3757,3/9/2006,7AN231,H8247,,,,2,ANAR,54,1,
3758,3/13/2006,7AN231,H8012,,982000044680029,,3,AN,80,1,
3759,3/16/2006,7AN231,J9034,,982000044679714,,3,AN,64,1,
3760,3/16/2006,UNKN,M2051,,,,0,ANANHH,0,1,
3761,3/18/2006,7AN231,K0059,,,,2,ANHHAN,80,1,
3762,3/18/2006,7AN207,K0353,,999000000000167,,2,ANANHH,80,1,
3763,3/18/2006,7AN231,K0158,,999000000000001,,2,ANAR,86,1,
3764,3/18/2006,7AN231,H8007,,982009104078938,,3,AN,95,1,
3765,3/18/2006,7AN207,K0310,,,,3,AN,92,1,
3766,3/20/2006,7AN127,L1390,,982009104190217,,3,ANANHH,94,1,
3767,3/20/2006,7AN207,M2022,,999000000004058,,2,AN,74,1,
3768,3/20/2006,7AN207,K0203,,999000000000126,,2,ANHHAN,82,1,
3769,3/20/2006,7AN207,M2024,,982009104079517,,3,AN,90,1,
3770,3/20/2006,7AN207,L1267,,,,3,ANHHAN,78,1,
3771,3/20/2006,7AN231,G7073,,999000000004156,,2,AN,78,1,
3772,3/20/2006,7AN231,G7027,,999000000000170,,2,ANANGV,94,1,
3773,3/21/2006,7AN207,K0307,,982009104189699,,3,AN,90,1,
3774,3/21/2006,7AN207,L1152,,999000000004132,,2,ANARHPAN,72,1,
3775,3/21/2006,7AN127,L1103,,999000000000091,,2,ANANANHH,80,1,
3776,3/21/2006,UNKNHH,L1185,,982009104079482,,3,HHARAN,94,1,
3777,3/21/2006,7AN207,M2086,,999000000004152,,2,ANHHANHH,94,1,
3778,3/21/2006,7AN127,L1394,,,,3,ANANHH,90,1,
3779,3/21/2006,7AN231,J9002,,982000044680942,,3,AN,82,1,
3780,3/21/2006,7AN231,L1404,,982000044681053,,3,ANANHH,102,1,
3781,3/21/2006,7AN231,K0078,,999000000004050,,2,AN,82,1,
3782,3/22/2006,7AN207,L1322,,999000000004170,,2,ANARAN,82,1,
3783,3/22/2006,7AN127,L1165,,982009104068790,,3,ANANGVMX,100,1,
3784,3/22/2006,7AN207,K0301,,999000000000130,,2,AN,82,1,
3785,3/22/2006,7AN207,L1043,,999000000000178,,2,ANARHH,86,2,
3786,3/22/2006,7AN207,L1141,,982009104197364,,3,ANANGVAH,104,1,
3787,3/22/2006,7AN207,M2160,,982009104079672,,3,ANANHH,86,1,
3788,3/22/2006,7AN207,M2009,,982009104079600,,3,ANANHH,102,1,
3789,3/22/2006,UNKNHH,L1175,,982009104199421,,3,HHANANMX,82,1,
3790,3/22/2006,7AN207,M2017,,,,3,ANANANHH,90,1,
3791,3/22/2006,7AN231,G7142,,982000044680402,,3,ANARGV,84,1,
3792,3/22/2006,7AN231,F6078,,999000000000179,,2,AN,70,1,
3793,3/22/2006,7AN231,G7240,,999000000000159,,2,ANARMX,80,1,
3794,3/22/2006,7AN231,K0060,,999000000000019,,2,ANHHAN,86,1,
3795,3/22/2006,P586,L1399,,982000044680827,,2,HHHHAN,84,1,
3796,3/22/2006,UNKNLO,P4018,,999000000004110,,2,LOANHHAN,62,1,
3797,3/23/2006,UNKNHH,L1191,,982000044436840,,2,HHARHH,84,1,
3798,3/23/2006,7AN207,L1106,,982009104079694,,3,AN,94,1,
3799,3/23/2006,7AN207,L1067,,982009104196496,,3,AN,96,1,
3800,3/23/2006,7AN207,K0025,2,982009104079461,,3,ANAR,84,1,
3801,3/23/2006,7AN207,L1139,,982009104200375,,3,ANANGVMX,80,1,
3802,3/23/2006,7AN127,L1391,,999000000000113,,2,ANHHAN,98,1,
3803,3/23/2006,7AN231,M2370,,982009104079656,,3,ANANGV,94,1,
20286,3/23/2006,307M,P4108,,999000000000160,,3,LOLOANHH,60,1,
3804,3/24/2006,7AN207,M2222,,999000000004158,,2,ANHHAN,98,1,
3805,3/24/2006,7AN207,M2023,,999000000004178,,2,AN,98,2,
3806,3/24/2006,7AN207,G7261,,999000000000176,,2,ANARAN,96,1,
3807,3/24/2006,7AN207,F6055,,982009104079701,,3,AN,78,1,
3808,3/24/2006,7AN207,K0184,,,,3,ANHHAR,102,1,
3809,3/24/2006,7AN207,H8080,,982009104079688,,3,AN,100,1,
3810,3/24/2006,7AN127,L1385,,982009104079353,,3,ANHHAN,94,1,
3811,3/24/2006,7AN231,K0309,,982000044680392,,3,AN,86,1,
3812,3/25/2006,7AN127,M2236,,999000000004003,,2,ANHHAN,102,1,
3813,3/25/2006,7AN207,L1014,,982009104078552,,3,ANARHH,94,1,
3814,3/25/2006,7AN207,K0305,,982009104079593,,3,AN,94,1,
3815,3/25/2006,7AN127,M2162,,982009104079360,,3,AN,100,1,
3816,3/25/2006,7AN127,L1287,,982009104079682,,2,ANHHANHH,84,1,
3817,3/25/2006,7AN231,E5177,,982009104079582,,3,AN,90,1,
20287,3/26/2006,307M,P4098,,999000000004133,,3,LOLOANAN,54,1,
3818,3/26/2006,7AN207,K0335,,982009104068680,,3,ANANHH,94,2,
3819,3/26/2006,7AN207,H8070,,999000000000110,,2,AN,82,1,
3820,3/26/2006,7AN207,H8141,,982009104078926,,3,ANAR,90,1,
3821,3/26/2006,7AN207,K0055,,982000000904045,,3,AN,92,1,
3822,3/26/2006,7AN207,G7025,,982009104079771,,3,AN,98,1,
3823,3/26/2006,7AN127,M2163,,999000000000169,,2,ANHHAN,102,1,
3824,3/26/2006,7AN127,L1398,,999000000004083,,2,ANHHAN,96,1,
3825,3/26/2006,7AN127,M2183,,999000000000060,,2,AN,86,1,
20288,3/26/2006,307M,N3099,,999000000000108,,2,LOHHARHH,66,1,
3826,3/27/2006,7AN207,L1264,,982009104199238,,3,ANHHANHH,94,1,
3827,3/27/2006,7AN207,J9097,,982009104079444,,3,ANHPAN,94,1,
3828,3/27/2006,7AN207,L1205,,,,3,ANHHANHH,86,1,
